date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_last10,winrate_last10,avg_odds_last10
2010-09-09,2010,US Open,Hard,Soderling R.,5.0,Federer R.,2.0,4.33,1.22,0,10.0,0.7,1.2520000000000004
2010-10-02,2010,ABN AMRO World Tennis Tournament,Hard,Soderling R.,8.0,Sijsling I.,245.0,1.05,9.0,1,10.0,0.6,1.5730000000000004
2010-10-08,2010,Rogers Masters,Hard,Soderling R.,5.0,Gulbis E.,28.0,1.4,2.75,1,10.0,0.6,1.5660000000000005
2010-10-11,2010,BNP Paribas Masters,Hard,Soderling R.,5.0,Simon G.,43.0,1.33,3.25,1,10.0,0.7,1.5980000000000003
2010-11-11,2010,BNP Paribas Masters,Hard,Soderling R.,5.0,Wawrinka S.,22.0,1.5,2.5,1,10.0,0.7,1.6110000000000002
2010-12-02,2010,ABN AMRO World Tennis Tournament,Hard,Soderling R.,8.0,Benneteau J.,38.0,1.28,3.5,1,10.0,0.7,1.6040000000000003
2010-12-08,2010,Rogers Masters,Hard,Soderling R.,5.0,Nalbandian D.,45.0,2.0,1.72,0,10.0,0.7,1.6270000000000002
2010-12-11,2010,BNP Paribas Masters,Hard,Soderling R.,5.0,Roddick A.,8.0,1.9,1.8,1,10.0,0.7,1.6770000000000003
2011-04-01,2011,Brisbane International,Hard,Soderling R.,5.0,Harrison R.,173.0,1.06,8.0,1,10.0,0.7,1.7390000000000003
2011-06-01,2011,Brisbane International,Hard,Soderling R.,5.0,Berrer M.,58.0,1.08,7.0,1,10.0,0.7,1.7290000000000003
2011-07-01,2011,Brisbane International,Hard,Soderling R.,5.0,Ebden M.,196.0,1.03,11.0,1,10.0,0.8,1.6930000000000003
2011-08-01,2011,Brisbane International,Hard,Soderling R.,5.0,Stepanek R.,62.0,1.28,3.5,1,10.0,0.9,1.3630000000000004
2011-08-02,2011,ABN AMRO World Tennis Tournament,Hard,Soderling R.,4.0,Haase R.,55.0,1.16,4.5,1,10.0,0.9,1.3860000000000003
2011-09-01,2011,Brisbane International,Hard,Soderling R.,5.0,Roddick A.,8.0,1.57,2.25,1,10.0,0.9,1.3620000000000005
2011-10-02,2011,ABN AMRO World Tennis Tournament,Hard,Soderling R.,4.0,Kohlschreiber P.,36.0,1.16,4.5,1,10.0,0.9,1.3860000000000006
2011-11-02,2011,ABN AMRO World Tennis Tournament,Hard,Soderling R.,4.0,Youzhny M.,10.0,1.22,4.0,1,10.0,0.9,1.3520000000000005
2011-12-02,2011,ABN AMRO World Tennis Tournament,Hard,Soderling R.,4.0,Troicki V.,24.0,1.33,3.25,1,10.0,0.9,1.3460000000000003
2005-04-10,2005,Japan Open,Hard,Soeda G.,362.0,Schuettler R.,86.0,4.0,1.2,0,9.0,1.0,1.2733333333333337
2006-02-10,2006,Japan Open,Hard,Soeda G.,193.0,Del Potro J.M.,103.0,,,0,9.0,0.8888888888888888,1.5066666666666668
2006-12-09,2006,China Open,Hard,Soeda G.,186.0,Ljubicic I.,3.0,8.0,1.05,0,9.0,0.7777777777777778,1.5625000000000004
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Soeda G.,230.0,Schuettler R.,118.0,3.0,1.36,0,9.0,0.6666666666666666,2.4275
2009-05-01,2009,Chennai Open,Hard,Soeda G.,112.0,Dlouhy L.,180.0,1.66,2.1,0,9.0,0.5555555555555556,2.67375
2009-06-10,2009,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,176.0,Berdych T.,21.0,7.0,1.08,0,9.0,0.4444444444444444,2.72125
2010-05-10,2010,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,104.0,Monfils G.,15.0,7.0,1.08,0,9.0,0.3333333333333333,3.451250000000001
2011-02-02,2011,SA Tennis Open,Hard,Soeda G.,117.0,Schuettler R.,93.0,2.37,1.53,1,9.0,0.2222222222222222,4.130000000000001
2011-03-02,2011,SA Tennis Open,Hard,Soeda G.,117.0,Beck K.,100.0,2.62,1.44,0,9.0,0.2222222222222222,4.281250000000001
2011-04-10,2011,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,118.0,Nadal R.,2.0,26.0,1.01,0,9.0,0.1111111111111111,4.456250000000001
2012-02-10,2012,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,55.0,Nishikori K.,17.0,4.0,1.22,0,10.0,0.1,6.8500000000000005
2012-03-01,2012,Chennai Open,Hard,Soeda G.,120.0,Gil F.,102.0,1.4,2.75,1,10.0,0.1,6.8500000000000005
2012-04-01,2012,Chennai Open,Hard,Soeda G.,120.0,Dodig I.,36.0,2.75,1.4,1,10.0,0.2,6.305000000000001
2012-06-01,2012,Chennai Open,Hard,Soeda G.,120.0,Wawrinka S.,17.0,5.0,1.16,1,10.0,0.3,5.78
2012-07-01,2012,Chennai Open,Hard,Soeda G.,120.0,Tipsarevic J.,9.0,5.5,1.14,0,10.0,0.4,5.98
2012-07-10,2012,Shanghai Masters,Hard,Soeda G.,55.0,Verdasco F.,23.0,3.5,1.28,0,10.0,0.4,6.364
2013-01-03,2013,International Championships,Hard,Soeda G.,69.0,Isner J.,15.0,3.75,1.25,0,10.0,0.4,6.014
2013-02-01,2013,Chennai Open,Hard,Soeda G.,60.0,Amritraj P.,549.0,1.28,3.5,1,10.0,0.4,5.689
2013-02-10,2013,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,119.0,Raonic M.,11.0,6.5,1.11,0,10.0,0.4,5.58
2013-04-01,2013,Chennai Open,Hard,Soeda G.,60.0,Tipsarevic J.,9.0,7.0,1.1,0,10.0,0.4,5.968000000000001
2013-07-01,2013,Heineken Open,Hard,Soeda G.,73.0,Giraldo S.,63.0,1.72,2.0,0,10.0,0.4,4.0680000000000005
2013-08-03,2013,BNP Paribas Open,Hard,Soeda G.,71.0,Harrison R.,73.0,2.62,1.44,0,10.0,0.4,3.8400000000000007
2013-08-10,2013,Shanghai Masters,Hard,Soeda G.,119.0,Almagro N.,16.0,4.33,1.2,0,10.0,0.3,3.9620000000000006
2013-12-02,2013,SAP Open,Hard,Soeda G.,70.0,Malisse X.,53.0,2.25,1.57,0,10.0,0.2,4.12
2015-01-08,2015,BB&T Atlanta Open,Hard,Soeda G.,114.0,Muller G.,52.0,4.5,1.18,0,10.0,0.1,3.845
2015-03-02,2015,PBZ Zagreb Indoors,Hard,Soeda G.,88.0,Bachinger M.,119.0,2.75,1.4,1,10.0,0.1,3.745
2015-03-08,2015,Citi Open,Hard,Soeda G.,102.0,King D.,206.0,1.4,2.75,1,10.0,0.2,3.6700000000000004
2015-04-08,2015,Citi Open,Hard,Soeda G.,102.0,Querrey S.,32.0,4.5,1.18,0,10.0,0.3,3.435
2015-05-02,2015,PBZ Zagreb Indoors,Hard,Soeda G.,88.0,Troicki V.,46.0,4.5,1.18,0,10.0,0.2,3.757
2016-03-10,2016,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,131.0,Verdasco F.,46.0,3.25,1.33,0,10.0,0.2,3.557000000000001
2017-02-08,2017,Citi Open,Hard,Soeda G.,138.0,Sandgren T.,106.0,2.5,1.5,0,10.0,0.2,3.1820000000000004
2017-02-10,2017,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,143.0,Mannarino A.,31.0,4.0,1.22,0,10.0,0.2,3.2600000000000002
2019-02-10,2019,Rakuten Japan Open Tennis Championships,Hard,Soeda G.,133.0,Djokovic N.,1.0,13.0,1.04,0,10.0,0.2,3.3980000000000006
2020-02-09,2020,US Open,Hard,Soeda G.,119.0,Berrettini M.,8.0,15.0,1.03,0,10.0,0.2,4.265000000000001
2020-11-02,2020,New York Open,Hard,Soeda G.,112.0,Kwon S.W.,84.0,2.2,1.61,0,10.0,0.2,5.540000000000001
2019-07-10,2019,Shanghai Masters,Hard,Sonego L.,55.0,Monfils G.,11.0,3.4,1.3,0,9.0,0.2222222222222222,5.655555555555556
2020-01-11,2020,Erste Bank Open,Hard,Sonego L.,42.0,Rublev A.,8.0,5.5,1.14,0,9.0,0.1111111111111111,5.727777777777778
2020-03-11,2020,BNP Paribas Masters,Hard,Sonego L.,32.0,Bublik A.,49.0,1.61,2.2,1,9.0,0.0,6.183333333333334
2020-04-11,2020,BNP Paribas Masters,Hard,Sonego L.,32.0,De Minaur A.,25.0,2.62,1.44,0,9.0,0.1111111111111111,5.862222222222223
2020-07-01,2020,Qatar Exxon Mobil Open,Hard,Sonego L.,51.0,Djere L.,39.0,1.36,3.0,0,9.0,0.1111111111111111,5.653333333333333
2021-01-02,2021,Murray River Open,Hard,Sonego L.,34.0,Kubler J.,265.0,1.36,3.0,0,9.0,0.1111111111111111,5.443333333333333
2021-02-10,2021,San Diego Open,Hard,Sonego L.,23.0,Ruud C.,10.0,2.5,1.53,0,9.0,0.1111111111111111,5.316666666666666
2021-02-11,2021,BNP Paribas Masters,Hard,Sonego L.,27.0,Fritz T.,26.0,2.3,1.61,0,9.0,0.1111111111111111,5.15
2021-03-03,2021,ABN AMRO World Tennis Tournament,Hard,Sonego L.,35.0,Paul T.,56.0,1.57,2.37,0,9.0,0.1111111111111111,3.9611111111111117
2021-08-03,2021,Qatar Exxon Mobil Open,Hard,Sonego L.,35.0,Fritz T.,33.0,2.2,1.66,0,9.0,0.1111111111111111,2.4688888888888894
2021-08-04,2021,Sardegna Open,Hard,Sonego L.,34.0,Simon G.,63.0,1.36,3.2,1,10.0,0.1,2.4420000000000006
2021-09-02,2021,Australian Open,Hard,Sonego L.,35.0,Querrey S.,52.0,1.8,2.0,1,10.0,0.2,2.2380000000000004
2021-09-04,2021,Sardegna Open,Hard,Sonego L.,34.0,Hanfmann Y.,105.0,1.53,2.5,1,10.0,0.3,1.8680000000000003
2021-09-08,2021,Canadian Open,Hard,Sonego L.,25.0,Humbert U.,26.0,2.62,1.5,0,10.0,0.3,1.86
2021-10-04,2021,Sardegna Open,Hard,Sonego L.,34.0,Fritz T.,30.0,1.72,2.1,1,10.0,0.3,1.8600000000000005
2021-10-10,2021,BNP Paribas Open,Hard,Sonego L.,21.0,Anderson K.,69.0,1.8,2.0,0,10.0,0.4,1.8960000000000004
2021-11-02,2021,Australian Open,Hard,Sonego L.,35.0,Lopez F.,65.0,1.25,4.0,0,10.0,0.4,1.9400000000000006
2021-11-04,2021,Sardegna Open,Hard,Sonego L.,34.0,Djere L.,57.0,2.2,1.66,1,10.0,0.4,1.8150000000000006
2022-10-01,2022,Sydney Tennis Classic,Hard,Sonego L.,27.0,Gaston H.,67.0,1.44,2.75,1,10.0,0.5,1.8050000000000004
2022-11-10,2022,Firenze Open,Hard,Sonego L.,51.0,Zapata Miralles B.,74.0,1.28,3.75,0,10.0,0.6,1.7920000000000005
2022-12-01,2022,Sydney Tennis Classic,Hard,Sonego L.,27.0,Baez S.,9.0,1.57,2.37,1,10.0,0.6,1.7000000000000004
2022-12-03,2022,BNP Paribas Open,Hard,Sonego L.,21.0,Bonzi B.,62.0,1.9,1.9,0,10.0,0.6,1.7210000000000005
2023-01-03,2023,Dubai Tennis Championships,Hard,Sonego L.,67.0,Auger-Aliassime F.,9.0,4.0,1.25,1,10.0,0.5,1.7310000000000003
2023-02-03,2023,Dubai Tennis Championships,Hard,Sonego L.,67.0,Zverev A.,16.0,2.75,1.44,0,10.0,0.5,1.9780000000000004
2023-03-01,2023,Adelaide International 1,Hard,Sonego L.,45.0,Medvedev D.,7.0,6.5,1.11,0,10.0,0.5,1.9910000000000003
2023-05-10,2023,Shanghai Masters,Hard,Sonego L.,59.0,Sekulic P.,298.0,1.14,5.5,1,10.0,0.4,2.4690000000000003
2023-06-11,2023,Open de Moselle,Hard,Sonego L.,49.0,Giron M.,59.0,1.8,2.0,1,10.0,0.5,2.4030000000000005
2023-07-02,2023,Open Sud de France,Hard,Sonego L.,56.0,Bonzi B.,42.0,2.0,1.8,1,10.0,0.6,2.458
2023-08-03,2023,BNP Paribas Open,Hard,Sonego L.,60.0,Kubler J.,75.0,1.44,2.75,0,10.0,0.6,2.438
2023-08-08,2023,Canadian Open,Hard,Sonego L.,39.0,Murray A.,40.0,2.5,1.53,0,10.0,0.5,2.438
2023-08-10,2023,Shanghai Masters,Hard,Sonego L.,59.0,Tiafoe F.,13.0,2.38,1.57,1,10.0,0.5,2.5600000000000005
2023-08-11,2023,Open de Moselle,Hard,Sonego L.,49.0,Shelbayh A.,215.0,1.3,3.5,1,10.0,0.5,2.6410000000000005
2023-09-01,2023,Adelaide International 2,Hard,Sonego L.,44.0,Draper J.,40.0,2.75,1.44,0,10.0,0.6,2.5810000000000004
2023-09-02,2023,Open Sud de France,Hard,Sonego L.,56.0,Krajinovic F.,71.0,1.53,2.5,1,10.0,0.5,2.4560000000000004
2023-09-10,2023,Shanghai Masters,Hard,Sonego L.,59.0,Jarry N.,22.0,2.1,1.73,0,10.0,0.6,2.3340000000000005
2023-09-11,2023,Open de Moselle,Hard,Sonego L.,49.0,Fognini F.,147.0,1.25,4.0,0,10.0,0.6,1.8940000000000001
2023-10-02,2023,Open Sud de France,Hard,Sonego L.,56.0,Sinner J.,17.0,3.5,1.3,0,10.0,0.5,1.905
2024-02-10,2024,Shanghai Masters,Hard,Sonego L.,49.0,Shapovalov D.,102.0,2.63,1.5,0,10.0,0.4,2.075
2024-04-11,2024,Open de Moselle,Hard,Sonego L.,51.0,Barrere G.,166.0,3.5,1.3,1,10.0,0.3,2.1380000000000003
2024-05-11,2024,Open de Moselle,Hard,Sonego L.,51.0,Rublev A.,9.0,3.5,1.3,0,10.0,0.4,2.3440000000000003
2024-06-08,2024,Canadian Open,Hard,Sonego L.,57.0,Griekspoor T.,40.0,2.3,1.62,1,10.0,0.4,2.4440000000000004
2024-07-03,2024,BNP Paribas Open,Hard,Sonego L.,55.0,Kecmanovic M.,47.0,2.1,1.73,1,10.0,0.4,2.4360000000000004
2024-08-08,2024,Canadian Open,Hard,Sonego L.,57.0,Tabilo A.,21.0,2.38,1.57,0,10.0,0.4,2.5160000000000005
2024-09-01,2024,Adelaide International,Hard,Sonego L.,46.0,Hanfmann Y.,49.0,1.62,2.3,1,10.0,0.4,2.479
2024-09-03,2024,BNP Paribas Open,Hard,Sonego L.,55.0,Norrie C.,28.0,2.2,1.67,0,10.0,0.4,2.4880000000000004
2024-10-01,2024,Adelaide International,Hard,Sonego L.,46.0,Korda S.,29.0,2.38,1.57,0,10.0,0.4,2.498
2025-01-01,2025,Hong Kong Tennis Open,Hard,Sonego L.,53.0,Norrie C.,49.0,2.38,1.57,0,10.0,0.4,2.611
2025-01-08,2025,Canadian Open,Hard,Sonego L.,38.0,Rublev A.,11.0,3.0,1.4,0,10.0,0.4,2.4990000000000006
2025-01-10,2025,Shanghai Masters,Hard,Sonego L.,46.0,Hanfmann Y.,150.0,1.62,2.3,0,10.0,0.4,2.5360000000000005
2025-03-11,2025,Open de Moselle,Hard,Sonego L.,42.0,Choinski J.,126.0,1.2,4.5,1,10.0,0.3,2.3480000000000003
2025-04-02,2025,ABN AMRO World Tennis Tournament,Hard,Sonego L.,34.0,Rune H.,14.0,3.2,1.36,0,10.0,0.4,2.1180000000000008
2025-04-11,2025,Open de Moselle,Hard,Sonego L.,42.0,Cobolli F.,22.0,2.1,1.73,1,10.0,0.3,2.2080000000000006
2025-06-01,2025,ASB Classic,Hard,Sonego L.,54.0,Diallo G.,87.0,2.0,1.8,1,10.0,0.3,2.208
2025-06-11,2025,Open de Moselle,Hard,Sonego L.,42.0,Altmaier D.,46.0,1.53,2.5,1,10.0,0.4,2.1700000000000004
2025-07-03,2025,BNP Paribas Open,Hard,Sonego L.,37.0,Goffin D.,56.0,1.73,2.1,0,10.0,0.4,2.1610000000000005
2025-07-11,2025,Open de Moselle,Hard,Sonego L.,42.0,Norrie C.,27.0,1.8,2.0,0,10.0,0.4,2.1140000000000003
2025-08-01,2025,ASB Classic,Hard,Sonego L.,54.0,Michelsen A.,41.0,2.38,1.57,0,10.0,0.4,2.0560000000000005
2025-09-08,2025,Western & Southern Financial Group Masters,Hard,Sonego L.,36.0,Bergs Z.,54.0,1.67,2.2,1,10.0,0.4,2.056
2025-10-02,2025,Open 13,Hard,Sonego L.,35.0,Van De Zandschulp B.,85.0,1.8,2.0,1,10.0,0.5,1.9230000000000005
2025-11-08,2025,Western & Southern Financial Group Masters,Hard,Sonego L.,36.0,Fritz T.,4.0,5.0,1.18,0,10.0,0.6,1.9410000000000003
2025-12-02,2025,Open 13,Hard,Sonego L.,35.0,Van Assche L.,164.0,1.44,2.75,1,10.0,0.5,2.321
2010-05-01,2010,Chennai Open,Hard,Sorensen L.,293.0,Robert S.,108.0,2.5,1.5,0,9.0,0.5555555555555556,2.2233333333333336
2013-02-09,2013,US Open,Hard,Sousa J.,95.0,Djokovic N.,1.0,51.0,1.0,0,8.0,0.5,2.2387500000000005
2013-07-01,2013,Apia International,Hard,Sousa J.,100.0,Mayer F.,28.0,4.5,1.18,0,8.0,0.375,8.36375
2014-02-10,2014,China Open,Hard,Sousa J.,52.0,Cilic M.,9.0,7.0,1.1,0,8.0,0.25,8.735
2014-05-02,2014,Open Sud de France,Hard,Sousa J.,50.0,Kamke T.,89.0,2.5,1.5,1,8.0,0.25,9.39375
2014-05-08,2014,Rogers Masters,Hard,Sousa J.,40.0,Gulbis E.,12.0,4.5,1.18,0,8.0,0.375,9.48125
2014-06-01,2014,Apia International,Hard,Sousa J.,51.0,Rosol L.,47.0,2.2,1.61,0,8.0,0.375,9.74625
2014-06-02,2014,Open Sud de France,Hard,Sousa J.,50.0,Monfils G.,30.0,4.33,1.2,0,8.0,0.25,9.8125
2014-06-10,2014,Shanghai Masters,Hard,Sousa J.,49.0,Monaco J.,82.0,2.37,1.53,0,8.0,0.125,10.12875
2014-07-03,2014,BNP Paribas Open,Hard,Sousa J.,45.0,Nedovyesov A.,79.0,1.4,2.75,1,8.0,0.125,9.8
2014-09-03,2014,BNP Paribas Open,Hard,Sousa J.,45.0,Gulbis E.,22.0,5.5,1.14,0,9.0,0.2222222222222222,8.866666666666667
2014-11-08,2014,Western & Southern Financial Group Masters,Hard,Sousa J.,37.0,Buchanan C.,172.0,1.38,2.87,1,10.0,0.2,8.530000000000001
2015-01-10,2015,Malaysian Open,Hard,Sousa J.,47.0,Dimitrov G.,19.0,2.75,1.4,0,10.0,0.3,3.5680000000000005
2015-01-11,2015,Valencia Open 500,Hard,Sousa J.,46.0,Bautista R.,24.0,3.0,1.4,1,10.0,0.3,3.3930000000000007
2015-02-02,2015,Open Sud de France,Hard,Sousa J.,49.0,Lokoli L.,214.0,1.33,3.25,1,10.0,0.4,2.9930000000000008
2015-04-02,2015,Open Sud de France,Hard,Sousa J.,49.0,Kamke T.,98.0,1.61,2.2,1,10.0,0.4,2.876000000000001
2015-06-02,2015,Open Sud de France,Hard,Sousa J.,49.0,Kohlschreiber P.,23.0,3.5,1.28,1,10.0,0.5,2.5870000000000006
2015-07-02,2015,Open Sud de France,Hard,Sousa J.,49.0,Janowicz J.,44.0,3.0,1.4,0,10.0,0.6,2.717000000000001
2015-07-10,2015,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,45.0,Lopez F.,15.0,2.75,1.4,1,10.0,0.6,2.5840000000000005
2015-08-10,2015,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,45.0,Krajicek A.,124.0,1.3,3.4,0,10.0,0.7,2.6220000000000008
2015-10-02,2015,ABN AMRO World Tennis Tournament,Hard,Sousa J.,46.0,Simon G.,19.0,3.0,1.36,0,10.0,0.6,2.612000000000001
2015-10-08,2015,Rogers Masters,Hard,Sousa J.,40.0,Tomic B.,26.0,3.25,1.33,0,10.0,0.6,2.362000000000001
2015-12-01,2015,Heineken Open,Hard,Sousa J.,51.0,Johnson S.,37.0,3.25,1.33,0,10.0,0.5,2.549000000000001
2015-12-03,2015,BNP Paribas Open,Hard,Sousa J.,52.0,Dodig I.,96.0,2.37,1.53,0,10.0,0.5,2.599000000000001
2016-01-09,2016,US Open,Hard,Sousa J.,36.0,Lopez F.,18.0,5.0,1.16,1,10.0,0.4,2.5360000000000005
2016-01-11,2016,BNP Paribas Masters,Hard,Sousa J.,43.0,Berdych T.,11.0,3.5,1.28,0,10.0,0.4,2.903000000000001
2016-02-02,2016,Open Sud de France,Hard,Sousa J.,33.0,Bemelmans R.,107.0,1.22,4.0,0,10.0,0.3,3.092000000000001
2016-03-09,2016,US Open,Hard,Sousa J.,36.0,Dimitrov G.,24.0,3.5,1.3,0,10.0,0.2,2.8640000000000008
2016-03-10,2016,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,34.0,Klizan M.,33.0,1.5,2.5,1,10.0,0.2,2.9140000000000006
2016-05-10,2016,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,34.0,Nishikori K.,5.0,9.0,1.07,1,10.0,0.2,2.7890000000000006
2016-07-10,2016,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,34.0,Goffin D.,14.0,4.0,1.22,0,10.0,0.3,3.559
2016-10-02,2016,ABN AMRO World Tennis Tournament,Hard,Sousa J.,33.0,Bautista R.,17.0,3.0,1.36,0,10.0,0.3,3.6590000000000003
2016-10-10,2016,Shanghai Masters,Hard,Sousa J.,34.0,Paire B.,47.0,1.72,2.0,0,10.0,0.3,3.6340000000000003
2016-12-01,2016,ASB Classic,Hard,Sousa J.,33.0,Fognini F.,21.0,1.9,1.8,0,10.0,0.3,3.4810000000000008
2016-12-03,2016,BNP Paribas Open,Hard,Sousa J.,37.0,Delbonis F.,53.0,1.57,2.25,0,10.0,0.3,3.434000000000001
2017-01-11,2017,BNP Paribas Masters,Hard,Sousa J.,58.0,Del Potro J.M.,17.0,6.0,1.12,0,10.0,0.2,3.091000000000001
2017-02-10,2017,Rakuten Japan Open Tennis Championships,Hard,Sousa J.,58.0,Tomic B.,162.0,1.72,2.0,0,10.0,0.2,3.341000000000001
2017-09-01,2017,ASB Classic,Hard,Sousa J.,44.0,Ramos-Vinolas A.,26.0,2.1,1.66,1,10.0,0.2,3.391000000000001
2017-09-03,2017,BNP Paribas Open,Hard,Sousa J.,37.0,Schwartzman D.,44.0,1.8,1.9,1,10.0,0.3,3.2510000000000003
2017-09-10,2017,Shanghai Masters,Hard,Sousa J.,63.0,Ramos-Vinolas A.,25.0,2.2,1.61,0,10.0,0.3,3.281000000000001
2017-11-01,2017,ASB Classic,Hard,Sousa J.,44.0,Haase R.,58.0,1.53,2.37,1,10.0,0.2,2.6010000000000004
2017-11-01,2017,ASB Classic,Hard,Sousa J.,44.0,Klein B.,324.0,1.28,3.5,1,10.0,0.3,2.3540000000000005
2017-11-03,2017,BNP Paribas Open,Hard,Sousa J.,37.0,Zverev M.,32.0,1.9,1.8,0,10.0,0.4,2.182000000000001
2018-01-09,2018,US Open,Hard,Sousa J.,68.0,Pouille L.,17.0,2.62,1.5,1,10.0,0.4,2.2000000000000006
2018-02-10,2018,China Open,Hard,Sousa J.,43.0,Rublev A.,68.0,2.1,1.66,0,10.0,0.5,2.2720000000000007
2018-03-09,2018,US Open,Hard,Sousa J.,68.0,Djokovic N.,6.0,19.0,1.02,0,10.0,0.5,2.3250000000000006
2018-05-02,2018,Garanti Koza Sofia Open,Hard,Sousa J.,68.0,Kuzmanov D.,340.0,1.22,4.0,1,10.0,0.5,3.625000000000001
2018-06-08,2018,Rogers Masters,Hard,Sousa J.,63.0,Fucsovics M.,51.0,2.2,1.61,0,10.0,0.6,3.5750000000000006
2018-07-01,2018,ASB Classic,Hard,Sousa J.,59.0,Young D.,63.0,1.72,2.0,1,10.0,0.5,3.585000000000001
2018-08-02,2018,Garanti Koza Sofia Open,Hard,Sousa J.,68.0,Marterer M.,82.0,2.0,1.72,0,10.0,0.5,3.577000000000001
2018-09-03,2018,BNP Paribas Open,Hard,Sousa J.,85.0,Youzhny M.,95.0,1.53,2.37,1,10.0,0.5,3.557000000000001
2018-10-01,2018,ASB Classic,Hard,Sousa J.,59.0,Ferrer D.,38.0,2.2,1.61,0,10.0,0.5,3.557000000000001
2018-12-02,2018,ABN AMRO World Tennis Tournament,Hard,Sousa J.,68.0,Seppi A.,81.0,1.9,1.8,0,10.0,0.4,3.649000000000001
2018-12-03,2018,BNP Paribas Open,Hard,Sousa J.,85.0,Zverev A.,5.0,5.0,1.16,1,10.0,0.4,3.649000000000001
2019-06-10,2019,Shanghai Masters,Hard,Sousa J.,63.0,Krajinovic F.,60.0,1.83,1.83,1,10.0,0.4,3.8870000000000005
2019-07-01,2019,ASB Classic,Hard,Sousa J.,44.0,Shapovalov D.,27.0,2.75,1.4,1,10.0,0.5,3.8600000000000008
2019-08-10,2019,Shanghai Masters,Hard,Sousa J.,63.0,Pospisil V.,248.0,2.0,1.72,0,10.0,0.6,2.2350000000000008
2019-09-01,2019,ASB Classic,Hard,Sousa J.,44.0,Norrie C.,93.0,2.37,1.53,0,10.0,0.5,2.313000000000001
2019-09-03,2019,BNP Paribas Open,Hard,Sousa J.,41.0,Mcdonald M.,62.0,2.0,1.72,0,10.0,0.5,2.3300000000000005
2020-01-09,2020,US Open,Hard,Sousa J.,68.0,Mmoh M.,186.0,2.1,1.72,0,10.0,0.4,2.3580000000000005
2020-03-02,2020,Open Sud de France,Hard,Sousa J.,69.0,Barrere G.,91.0,2.25,1.57,0,10.0,0.4,2.3680000000000008
2020-12-02,2020,ABN AMRO World Tennis Tournament,Hard,Sousa J.,68.0,Monfils G.,9.0,5.0,1.16,0,10.0,0.3,2.4400000000000004
2021-06-04,2021,Sardegna Open,Hard,Sousa J.,107.0,Struff J.L.,41.0,4.0,1.25,0,10.0,0.3,2.7200000000000006
2021-07-10,2021,BNP Paribas Open,Hard,Sousa J.,182.0,Nishikori K.,53.0,5.5,1.14,0,10.0,0.3,2.9300000000000006
2022-01-02,2022,Maharashtra Open,Hard,Sousa J.,137.0,Kadhe A.,778.0,1.05,11.0,1,10.0,0.2,2.980000000000001
2022-01-09,2022,US Open,Hard,Sousa J.,59.0,Norrie C.,9.0,11.0,1.05,0,10.0,0.2,2.9020000000000006
2022-02-02,2022,Maharashtra Open,Hard,Sousa J.,137.0,Mager G.,67.0,2.3,1.61,1,10.0,0.1,3.727000000000001
2022-04-02,2022,Maharashtra Open,Hard,Sousa J.,137.0,Altmaier D.,85.0,2.62,1.5,1,10.0,0.2,3.7570000000000006
2022-05-02,2022,Maharashtra Open,Hard,Sousa J.,137.0,Ymer E.,163.0,2.0,1.8,1,10.0,0.3,3.782000000000001
2022-06-02,2022,Maharashtra Open,Hard,Sousa J.,137.0,Ruusuvuori E.,87.0,5.0,1.16,1,10.0,0.4,3.782000000000001
2022-10-10,2022,Gijon Open,Hard,Sousa J.,64.0,Thiem D.,165.0,4.0,1.25,0,10.0,0.5,4.072000000000001
2022-11-03,2022,BNP Paribas Open,Hard,Sousa J.,85.0,Martinez P.,49.0,2.62,1.5,0,10.0,0.5,4.247000000000002
2023-11-01,2023,ASB Classic,Hard,Sousa J.,82.0,Gasquet R.,67.0,3.2,1.36,0,10.0,0.5,4.009000000000001
2021-01-02,2021,Murray River Open,Hard,Sousa P.,108.0,Tu L.,,2.75,1.4,1,9.0,0.5555555555555556,4.010000000000001
2021-02-02,2021,Murray River Open,Hard,Sousa P.,108.0,Evans D.,33.0,5.5,1.14,0,9.0,0.6666666666666666,3.7044444444444458
2021-08-02,2021,Australian Open,Hard,Sousa P.,107.0,Wawrinka S.,18.0,8.0,1.08,0,9.0,0.5555555555555556,4.198888888888891
2015-06-01,2015,Qatar Exxon Mobil Open,Hard,Souza J.,117.0,Jaziri M.,74.0,2.25,1.57,1,8.0,0.625,3.3487500000000012
2015-07-01,2015,Qatar Exxon Mobil Open,Hard,Souza J.,117.0,Seppi A.,45.0,4.0,1.22,0,8.0,0.625,3.3425000000000007
