player,winrate_last10
Salva B.,0.35
Salzenstein J.,0.35
Sampras P.,0.5327821869488536
Sanchez D.,0.47160493827160493
Sanchez M.,0.35
Sandgren T.,0.4189814814814815
Sanguinetti D.,0.4404761904761905
Santillan A.,0.5555555555555556
Santoro F.,0.48292042042042044
Saretta F.,0.44296296296296295
Sargsian S.,0.4437908496732026
Sarkissian A.,0.5
Saulnier C.,0.5051587301587301
Savolt A.,0.5370370370370371
Schalken S.,0.5096913580246913
Scherrer J.C.,0.5555555555555556
Schnur B.,0.4
Scholtz N.,0.35
Schoolkate T.,0.35
Schoorel T.,0.35
Schuettler R.,0.5548829701372074
Schuettler R. ,0.35
Schukin Y.,0.35
Schwank E.,0.35
Schwartzman D.,0.5027397260273972
Sekulic P.,0.5555555555555556
Sela D.,0.4157004830917874
Seppi A.,0.47589869281045755
Seppi A. ,0.4444444444444444
Serdarusic N.,0.5
Serra F.,0.4845521541950113
Serra F. ,0.35
Settergren J.,0.35
Seyboth Wild T.,0.37480158730158725
Shang J.,0.52
Shapovalov D.,0.5430944963655243
Shelbayh A.,0.6666666666666666
Shelton B.,0.6429705215419501
Shevchenko A.,0.5747863247863247
Shi B.,0.35
Shimabukuro S.,0.35
Shimizu Y.,0.35
Sidorenko A.,0.35
Siemerink J.,0.5561904761904761
Sijsling I.,0.5119236583522297
Silva J.,0.35
Simmonds P.,0.375
Simon G.,0.49855555555555553
Simon G. ,0.5555555555555556
Simoni A.,0.625
Sinner J.,0.75
Sirianni J.,0.6507936507936508
Sitak A.,0.4375
Skoch D.,0.35
Skugor F.,0.35
Slanar M.,0.35
Sluiter R.,0.35
Smeets R.,0.38888888888888884
Smith A.,0.375
Smith C.,0.35
Smith J.P.,0.35
Smith L.,0.35
Smyczek T.,0.35
Snobel P.,0.35
Sock J.,0.5033197831978319
Soderling R.,0.6583638583638584
Soeda G.,0.35
Sonego L.,0.3821493624772313
Sorensen L.,0.5555555555555556
Sousa J.,0.37148919753086423
Sousa P.,0.5925925925925926
Souza J.,0.625
Spadea V.,0.5004901960784314
Spizzirri E.,0.38888888888888884
Spracklin T.,0.375
Squillari F.,0.35
Srichaphan P.,0.5984953703703704
Stadler S.,0.5
Stakhovsky S.,0.41973905723905724
Starace P.,0.35
Statham J.,0.375
Statham R.,0.375
Stebe C-M.,0.35
Stebe C.M.,0.3805886243386243
Steckley R.,0.4444444444444444
Stepanek R.,0.5472040668119099
Stepanek R. ,0.6111111111111112
Stoliarov A.,0.6688034188034189
Stoltenberg J.,0.47619047619047616
Stoppini A.,0.7060185185185185
Stricker D.,0.625
Struff J-L.,0.7142857142857143
Struff J.L.,0.44683029590437
Sugita Y.,0.35
